gene_id,Gene Name,Gene Length
AAC74721.3,DNA-binding transcriptional repressor NemR,199
AAC74722.1,N-ethylmaleimide reductase,365
AAC74723.1,glyoxalase I,135
AAC74724.1,RNase T,215
AAC74725.1,putative ATP-dependent helicase Lhr,1538
AAC74726.1,glutaredoxin 4,115
AAC74727.1,peptidoglycan DD-endopeptidase MepH,271
AAC74728.1,superoxide dismutase (Fe),193
AAC74729.1,putative transporter YdhP,389
AAC74730.1,DNA-binding transcriptional repressor PurR,341
AAC74731.1,putative LysR family DNA-binding transcriptional regulator YdhB,310
AAC74733.1,cyclopropane fatty acyl phospholipid synthase,382
AAC74734.1,riboflavin synthase,213
AAC74736.1,putative adhesin-related protein YdhQ,418
AAC74737.1,putative monooxygenase YdhR,101
AAC74738.1,FAD/NAD(P) binding domain-containing protein YdhS,534
AAC74739.1,uncharacterized protein YdhT,270
AAC74740.1,putative cytochrome YdhU,261
AAC74741.4,putative 4Fe-4S ferredoxin-like protein YdhX,222
AAC74742.1,uncharacterized protein YdhW,215
AAC74743.1,putative oxidoreductase YdhV,700
AAC74744.1,putative 4Fe-4S ferredoxin-like protein YdhY,208
AAC74745.1,fumarase D,69
AAC74746.1,pyruvate kinase I,470
AAC74747.1,murein lipoprotein,78
AAC74748.1,L D-transpeptidase LdtE,334
AAC74749.1,sulfur carrier protein SufE,138
AAC74750.1,L-cysteine desulfurase,406
AAC74751.1,Fe-S cluster scaffold complex subunit SufD,423
AAC74752.1,Fe-S cluster scaffold complex subunit SufC,248
AAC74753.2,Fe-S cluster scaffold complex subunit SufB,495
AAC74754.1,iron-sulfur cluster insertion protein SufA,122
AAC74755.2,uncharacterized protein YdiH,62
AAC74756.1,1 4-dihydroxy-2-naphthoyl-CoA hydrolase,136
AAC74757.1,putative FAD-linked oxidoreductase,1018
AAC74758.1,putative transporter YdiK,370
AAC74759.2,DUF1870 domain-containing protein YdiL,118
AAC74760.1,putative exporter YdiM,404
AAC74761.4,putative transporter YdiN,421
AAC74762.1,quinate/shikimate dehydrogenase,288
AAC74763.1,3-dehydroquinate dehydratase,252
AAC74764.1,putative acetate-CoA transferase YdiF,531
AAC74765.2,putative acyl-CoA dehydrogenase YdiO,383
AAC74766.1,putative DNA-binding transcriptional regulator YdiP,303
AAC74767.1,putative electron transfer flavoprotein subunit YdiQ,254
AAC74768.1,putative electron transfer flavoprotein subunit YdiR,312
AAC74769.1,putative electron transfer flavoprotein-quinone oxidoreductase YdiS,429
AAC74770.1,ferredoxin-like protein YdiT,97
AAC74771.3,short chain acyl-CoA synthetase,566
AAC74772.1,phosphoenolpyruvate synthetase,792
AAC74773.1,phosphoenolpyruvate synthetase regulatory protein,277
AAC74774.1,3-deoxy-7-phosphoheptulonate synthase  Trp-sensitive,348
AAC74775.1,PF10636 family protein YdiE,63
AAC74776.1,UPF0061 family protein YdiU,478
AAC74777.1,anti-FlhDC factor RflP,237
AAC74778.1,NlpC/P60 family lipoprotein NlpC,154
AAC74779.1,vitamin B12 ABC transporter ATP binding subunit,249
AAC74780.1,thioredoxin/glutathione peroxidase,183
AAC74781.1,vitamin B12 ABC transporter membrane subunit,326
AAC74782.1,integration host factor subunit alpha,99
AAC74783.1,phenylalanine--tRNA ligase subunit beta,795
AAC74784.1,phenylalanine--tRNA ligase subunit alpha,327
AAC74785.1,pheST-ihfA operon leader peptide,14
AAC74786.1,50S ribosomal subunit protein L20,118
AAC74787.1,50S ribosomal subunit protein L35,65
AAC74788.1,translation initiation factor IF-3,180
AAC74789.1,threonine--tRNA ligase,642
AAC74792.1,acid-inducible putative outer membrane protein YdiY,252
AAC74793.1,6-phosphofructokinase 2,309
AAC74794.1,putative endoribonuclease YdiZ,96
AAC74795.1,putative kinase YniA,286
AAC74796.1,uncharacterized protein YniB,178
AAC74797.1,hexitol phosphatase B,222
AAC74798.4,inner membrane protein YdjM,196
AAC74799.1,cystine/sulfocysteine:cation symporter,463
AAC74800.2,protein YdjO,267
AAC74801.2,cell division modulator,80
AAC74803.1,chitin disaccharide deacetylase,249
AAC74804.1,monoacetylchitobiose-6-phosphate hydrolase,450
AAC74805.1,DNA-binding transcriptional dual regulator ChbR,280
AAC74806.1,N N'-diacetylchitobiose-specific PTS enzyme IIA component,116
AAC74807.1,N N'-diacetylchitobiose-specific PTS enzyme IIC component,452
AAC74808.1,N N'-diacetylchitobiose-specific PTS enzyme IIB component,106
AAC74809.1,osmotically-inducible lipoprotein OsmE,112
AAC74810.1,NH3-dependent NAD(+) synthetase,275
AAC74811.1,excinuclease Cho,295
AAC74812.2,HutD family protein Ves,191
AAC74813.1,ATP-independent periplasmic chaperone,161
AAC74814.1,succinylglutamate desuccinylase,322
AAC74815.1,N-succinylarginine dihydrolase,447
AAC74816.1,aldehyde dehydrogenase,492
AAC74817.1,arginine N-succinyltransferase,344
AAC74818.1,succinylornithine transaminase,406
AAC74819.1,exodeoxyribonuclease III,268
AAC74820.2,DedA family protein YdjX,236
AAC74821.2,4Fe-4S ferredoxin-type domain-containing protein YdjY,225
AAC74822.1,DedA family protein YdjZ,235
AAC74823.1,AhpD-like domain-containing protein YnjA,182
AAC74824.2,putative ABC transporter periplasmic binding protein YnjB,388
AAC74825.2,putative ABC transporter membrane subunit YnjC,511
AAC74826.1,putative ABC transporter ATP-binding protein YnjD,217
AAC74827.2,molybdopterin synthase sulfurtransferase,435
AAC74828.2,CDP-alcohol phosphatidyltransferase domain-containing protein YnjF,206
AAC74829.1,5-hydroxy-CTP diphosphatase,135
AAC74830.1,DUF1496 domain-containing protein YnjH,90
AAC74831.1,glutamate dehydrogenase,447
AAC74832.2,DUF1266 domain-containing protein YnjI,346
AAC74833.1,DNA topoisomerase III,653
AAC74834.1,selenide  water dikinase,347
AAC74835.1,putative oxidoreductase YdjA,183
AAC74836.1,protease IV  a signal peptide peptidase,618
AAC74837.1,L-asparaginase 1,338
AAC74838.2,nicotinamidase,213
AAC74839.1,putative transporter YdjE,452
AAC74840.1,putative DNA-binding transcriptional regulator YdjF,252
AAC74841.1,NADH-dependent methylglyoxal reductase,326
AAC74842.2,L-glycero-L-galacto-octuluronate kinase,315
AAC74843.1,L-glycero-L-galacto-octuluronate-1-phosphate aldolase,278
AAC74844.1,putative zinc-binding dehydrogenase YdjJ,347
AAC74845.1,putative transporter YdjK,459
AAC74846.1,putative zinc-binding dehydrogenase YdjL,358
AAC74847.2,DUF1315 domain-containing protein YeaC,90
AAC74848.1,methionine sulfoxide reductase B,137
AAC74849.1,glyceraldehyde-3-phosphate dehydrogenase A,331
AAC74850.2,putative aldose 1-epimerase YeaD,294
AAC74851.1,methylglyoxal reductase YeaE,284
AAC74852.1,MltA-interacting protein,248
AAC74853.1,protein kinase YeaG,644
AAC74854.1,DUF444 domain-containing protein YeaH,427
AAC74855.1,putative c-di-GMP binding protein CdgI,491
AAC74856.2,putative diguanylate cyclase DgcJ,496
AAC74857.1,mischarged aminoacyl-tRNA deacylase,167
AAC74858.2,protein YoaI,34
AAC74859.1,DUF441 domain-containing inner membrane protein YeaL,148
AAC74860.1,DNA-binding transcriptional repressor NimR,273
AAC74861.1,2-nitroimidazole exporter,393
AAC74862.2,DUF488 domain-containing protein YeaO,115
AAC74863.1,DUF333 domain-containing lipoprotein YoaF,84
AAC74864.2,diguanylate cyclase DgcP,341
AAC74865.1,PF04226 family protein YeaQ,82
AAC74866.1,DUF1869 domain-containing protein YoaG,60
AAC74867.1,DUF1971 domain-containing protein YeaR,119
AAC74868.1,leucine exporter,212
AAC74869.2,DNA-binding transcriptional regulator DmlR,307
AAC74870.1,D-malate/3-isopropylmalate dehydrogenase (decarboxylating),361
AAC74871.1,putative transporter YeaV,481
AAC74872.1,carnitine monooxygenase subunit YeaW,374
AAC74873.1,carnitine monooxygenase subunit YeaX,321
AAC74874.1,RNase D,375
AAC74875.1,long-chain-fatty-acid--CoA ligase,561
AAC74876.1,Slp family lipoprotein YeaY,193
AAC74877.1,N(6)-L-threonylcarbamoyladenine synthase  TsaB subunit,231
AAC74878.1,putative ATP-dependent 5' to 3' DNA helicase,636
AAC74879.2,RutC family protein YoaB,114
AAC74880.2,DUF1889 domain-containing protein YoaC,99
AAC74881.1,UFP0181 family protein YoaH,59
AAC74882.1,aminodeoxychorismate synthase subunit 1,453
AAC74883.1,putative NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity,192
AAC74884.1,L-serine deaminase I,454
AAC74885.2,putative c-di-GMP phosphodiesterase PdeD,532
AAC74886.1,putative inner membrane protein YoaE,518
AAC74887.1,mannose-specific PTS enzyme IIAB component,323
AAC74888.1,mannose-specific PTS enzyme IIC component,266
AAC74889.2,mannose-specific PTS enzyme IID component,283
AAC74890.1,DUF986 domain-containing inner membrane protein YobD,152
AAC74891.2,Mn(2(+)) exporter,188
AAC74892.1,23S rRNA m(1)G745 methyltransferase,269
AAC74893.1,CspA family stress protein CspC,69
AAC74894.1,DUF2527 domain-containing protein YobF,47
AAC74895.1,uncharacterized protein YebO,95
AAC74896.1,PhoQ kinase inhibitor,47
AAC74897.1,DNA-binding transcriptional repressor KdgR,263
AAC74898.2,putative transporter YebQ,457
AAC74899.1,protease HtpX,293
AAC74900.1,tail-specific protease,682
AAC74901.2,RNA chaperone ProQ,232
AAC74902.2,free methionine-(R)-sulfoxide reductase,165
AAC74903.1,intermembrane transport protein LetA,427
AAC74904.2,lipophilic envelope spanning tunnel,877
AAC74905.2,16S rRNA m(5)C1407 methyltransferase,479
AAC74906.2,DUF1480 domain-containing protein YebV,78
AAC74907.2,DUF1482 domain-containing protein YebW,63
AAC74908.2,phosphoprotein phosphatase 1,218
AAC74909.1,DUF2511 domain-containing protein YebY,113
AAC74910.1,putative inner membrane protein,290
AAC74911.1,CopC domain-containing protein,124
AAC74912.1,DNA polymerase III subunit theta,76
AAC74913.1,putative carbon-nitrogen hydrolase family protein YobB,218
AAC74914.1,exonuclease X,220
AAC74915.1,oligopeptidase B,686
AAC74916.1,DUF533 domain-containing inner membrane protein YebE,219
AAC74917.2,secreted protein YebF,118
AAC74918.1,DNA damage-inducible protein YebG,96
AAC74919.1,phosphoribosylglycinamide formyltransferase 2,392
AAC74920.1,KHG/KDPG aldolase,213
AAC74921.1,phosphogluconate dehydratase,603
AAC74922.1,NADP(+)-dependent glucose-6-phosphate dehydrogenase,491
AAC74923.1,DNA-binding transcriptional repressor YebK,289
AAC74924.1,pyruvate kinase II,480
AAC74925.1,Lipid A biosynthesis myristoyltransferase,323
AAC74926.2,peptidoglycan DD-endopeptidase MepM,440
AAC74927.2,Zn(2(+)) ABC transporter periplasmic binding protein,310
AAC74928.1,Zn(2(+)) ABC transporter ATP binding subunit,251
AAC74929.1,Zn(2(+)) ABC transporter membrane subunit,261
AAC74930.1,Holliday junction branch migration complex subunit RuvB,336
AAC74931.1,Holliday junction branch migration complex subunit RuvA,203
AAC74932.2,putative papain-like amidase YebB,200
AAC74933.1,crossover junction endodeoxyribonuclease RuvC,173
AAC74934.1,putative transcriptional regulator YebC,246
AAC74935.1,dihydroneopterin triphosphate diphosphatase,150
AAC74936.1,aspartate--tRNA ligase,590
AAC74937.2,isochorismatase family protein YecD,188
AAC74938.1,DUF72 domain-containing protein YecE,272
AAC74939.2,MAPEG family inner membrane protein YecN,131
AAC74940.1,carboxy-S-adenosyl-L-methionine synthase,247
AAC74941.1,tRNA U34 carboxymethyltransferase,323
AAC74942.2,trimethylamine N-oxide reductase 2,809
AAC74943.1,cytochrome c quinol dehydrogenase TorY,366
AAC74944.2,protein CutC,248
AAC74945.2,putative metal-binding enzyme YecM,188
AAC74946.1,arginine--tRNA ligase,577
AAC74947.2,protein YecT,162
AAC74948.1,flagellar protein FlhE,130
AAC74949.1,flagellar biosynthesis protein FlhA,692
AAC74950.1,flagellar biosynthesis protein FlhB,382
AAC74951.1,chemotaxis protein CheZ,214
AAC74952.1,chemotaxis protein CheY,129
AAC74953.1,protein-glutamate methylesterase/protein glutamine deamidase,349
AAC74954.1,chemotaxis protein methyltransferase,286
AAC74955.1,methyl-accepting chemotaxis protein Tap,533
AAC74956.1,methyl-accepting chemotaxis protein Tar,553
AAC74957.1,chemotaxis protein CheW,167
AAC74958.2,chemotaxis protein CheA,557
AAC74959.1,motility protein B,308
AAC74960.1,motility protein A,295
AAC74961.1,DNA-binding transcriptional dual regulator FlhC,192
AAC74962.2,DNA-binding transcriptional dual regulator FlhD,116
AAC74963.1,IS1 protein InsB,167
AAC74964.1,IS1 protein InsA,91
AAC74965.1,universal stress protein C,142
AAC74966.1,trehalose-6-phosphate synthase,474
AAC74967.1,trehalose-6-phosphate phosphatase,266
AAC74970.1,arabinose ABC transporter ATP binding subunit,504
AAC74971.1,arabinose ABC transporter periplasmic binding protein,329
AAC74972.1,putative ferritin-like protein,167
AAC74973.2,DUF2766 domain-containing protein YecJ,83
AAC74974.1,lipoprotein YecR,107
AAC74975.1,ferritin iron storage protein,165
AAC74976.1,DUF2492 domain-containing protein YecH,79
AAC74977.1,tyrosine:H(+) symporter,403
AAC74978.1,UPF0149 family protein YecA,221
AAC74979.1,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,182
AAC74980.2,excision nuclease subunit C,610
AAC74981.1,DNA-binding transcriptional activator UvrY,218
AAC74982.1,DUF2594 domain-containing protein YecF,74
AAC74983.1,DNA-binding transcriptional dual regulator SdiA,240
AAC74984.1,cystine ABC transporter ATP binding subunit,250
AAC74985.1,cystine ABC transporter membrane subunit,222
AAC74986.2,D-cysteine desulfhydrase,328
AAC74987.1,cystine ABC transporter periplasmic binding protein,266
AAC74988.2,DNA-binding transcriptional regulator FliZ,183
AAC74989.1,RNA polymerase  sigma 28 (sigma F) factor,239
AAC74990.1,flagellar filament structural protein,498
AAC74991.1,flagellar filament capping protein,468
AAC74992.1,flagellar biosynthesis protein FliS,136
AAC74993.1,flagellar biosynthesis protein FliT,121
AAC74994.1,alpha-amylase,495
AAC74995.1,lipoprotein YedD,137
AAC74996.1,putative selenium transporter YedE,401
AAC74997.1,putative sulfurtransferase YedF,77
AAC74999.1,putative acetyltransferase YedL,159
AAC75004.1,flagellar protein FliE,104
AAC75005.1,flagellar basal-body MS-ring and collar protein,552
AAC75006.1,flagellar motor switch protein FliG,331
AAC75007.2,flagellar biosynthesis protein FliH,228
AAC75008.1,flagellum-specific ATP synthase FliI,457
AAC75009.1,flagellar biosynthesis protein FliJ,147
AAC75010.1,flagellar hook-length control protein,375
AAC75011.1,flagellar protein FliL,154
AAC75012.1,flagellar motor switch protein FliM,334
AAC75013.1,flagellar motor switch protein FliN,137
AAC75014.2,flagellar biosynthesis protein FliO,121
AAC75015.1,flagellar biosynthesis protein FliP,245
AAC75016.1,flagellar biosynthesis protein FliQ,89
AAC75017.1,flagellar biosynthesis protein FliR,261
AAC75018.1,DNA-binding transcriptional activator RcsA,207
AAC75019.1,protein DsrB,62
AAC75020.2,stress-induced protein,75
AAC75021.1,putative mannosyl-3-phosphoglycerate phosphatase,271
AAC75022.2,putative diguanylate cyclase DgcQ,564
AAC75023.1,protein YodC,60
AAC75024.1,DUF808 domain-containing inner membrane protein YedI,305
AAC75025.1,putative transporter YedA,306
AAC75026.1,DNA mismatch endonuclease Vsr,156
AAC75027.1,DNA-cytosine methyltransferase,472
AAC75028.1,putative HD superfamily phosphohydrolase YedJ,231
AAC75029.2,putative inner membrane protein YedR,121
AAC75033.1,protein/nucleic acid deglycase 1,283
AAC75034.1,sensor histidine kinase HprS,452
AAC75035.2,DNA-binding transcriptional dual regulator HprR,223
AAC75036.1,hydroxyisourate hydrolase/transthyretin-related protein,137
AAC75037.1,protein-L-methionine sulfoxide reductase catalytic subunit MsrP,334
AAC75038.1,protein-L-methionine sulfoxide reductase heme-binding subunit MsrQ,211
AAC75039.1,metal-binding protein ZinT,216
AAC75040.2,putative cytochrome b561 YodB,176
AAC75041.2,Mlc titration factor,265
AAC75042.4,inverse autotransporter adhesin,2358
AAC75045.1,shikimate:H(+) symporter,438
AAC75046.1,AMP nucleosidase,484
AAC75047.1,putative transcriptional regulator YeeN,238
AAC75048.3,FMN/FAD exporter,547
AAC75049.1,DNA-binding transcriptional activator Cbl,316
AAC75050.1,DNA-binding transcriptional dual regulator Nac,305
AAC75051.1,L D-transpeptidase LdtA,310
AAC75052.1,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,359
AAC75053.1,cobalamin 5'-phosphate synthase,247
AAC75054.1,cobinamide-P guanylyltransferase/cobinamide kinase,181
AAC75055.2,CP4-44 prophage; IS5 transposase and trans-activator,326
AAC75057.1,CP4-44 prophage; IS2 insertion element protein InsB,301
AAC75062.2,CP4-44 prophage; inner membrane protein YeeR,510
AAC75063.1,CP4-44 prophage; RadC-like JAB domain-containing protein YeeS,148
AAC75064.1,CP4-44 prophage; DUF987 domain-containing protein YeeT,73
AAC75065.1,CP4-44 prophage; cytoskeleton bundling-enhancing antitoxin CbeA,122
AAC75066.1,CP4-44 prophage; cytoskeleton-binding toxin CbtA,124
AAC75068.2,DUF496 domain-containing protein YeeX,109
AAC75069.1,putative transporter YeeA,352
AAC75070.1,DNA gyrase inhibitor,157
AAC75071.2,D-alanyl-D-alanine carboxypeptidase DacD,388
AAC75072.1,exodeoxyribonuclease I,475
AAC75073.1,putative sulfurtransferase YeeD,75
AAC75074.1,inner membrane protein YeeE,352
AAC75075.2,putrescine:H(+) symporter PlaP,452
AAC75076.2,putative DNA-binding transcriptional regulator YeeY,309
AAC75077.1,putative epimerase YeeZ,274
AAC75078.2,YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor,83
AAC75079.1,his operon leader peptide,16
AAC75080.1,ATP phosphoribosyltransferase,299
AAC75081.1,histidinal/histidinol dehydrogenase,434
AAC75082.1,histidinol-phosphate aminotransferase,356
AAC75083.2,imidazoleglycerol-phosphate dehydratase/histidinol-phosphatase,355
AAC75084.1,imidazole glycerol phosphate synthase subunit HisH,196
AAC75085.2,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase,245
AAC75086.1,imidazole glycerol phosphate synthase subunit HisF,258
AAC75087.1,putative bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase,203
AAC75088.2,regulator of length of O-antigen component of lipopolysaccharide chains,326
AAC75089.1,UDP-glucose 6-dehydrogenase,388
AAC75090.1,6-phosphogluconate dehydrogenase  decarboxylating,468
AAC75091.2,IS5 transposase and trans-activator,326
AAC75093.1,putative glycosyltransferase WbbK,372
AAC75094.1,putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ,196
AAC75095.1,beta-1 6-galactofuranosyltransferase WbbI,330
AAC75096.1,putative O-antigen polymerase,388
AAC75097.1,UDP-galactopyranose mutase,367
AAC75098.1,polyisoprenol-linked O-antigen repeat unit flippase,415
AAC75099.1,dTDP-4-dehydrorhamnose 3 5-epimerase,185
